merchant_id,account_name,account_type,sector,mcc,account_owner,account_status,activated_date,country,referral_source,mcc_code,converted,activate_year,activate_month
174053,Roam and Rove Xpeditions,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Elijah Makau,Proposal,,Kenya,Employee Referral,4722.0,0,,
120001,Multi Branch Main- Scenario 2 dashboards,Cbo/Community Development,Retail,"5111- Stationery, Office Supplies, Printing and Writing Paper",Tracy Biyaki,Finalized,2025-08-26,Kenya,Account Management Referral,5111.0,1,2025.0,8.0
107526,BUSH AND FOREST EXPLORERS LIMITED,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Activated,2025-10-06,Tanzania,Self Search,4722.0,1,2025.0,10.0
173980,FIVE EIGHT LIQUOR PALACE,Liquor Store,Retail,"5921- Package Stores- Beer, Wine and Liquor",Anthony Ngunyi,Activation Process,,Kenya,Self Search,5921.0,0,,
173960,Grandnexus Africa (SMC) LTD,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Adella Asaasira,Activated,2025-10-06,Uganda,Self Search,4722.0,1,2025.0,10.0
173948,KORE WELLNESS LIMITED,Gym,Retail,5399-Miscellaneous General Merchant (Small Retail),Susan Matiko,Rate Review,,Kenya,Bank Referral,5399.0,0,,
173945,Toto Tembo Safaris Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Daniel Chebon,Activated,2025-10-06,Kenya,Self Search,4722.0,1,2025.0,10.0
173827,Onjaonja Kitchen Limited,Liquor Store,Retail,"5921- Package Stores- Beer, Wine and Liquor",Elijah Makau,Activated,2025-10-06,Kenya,Self Search,5921.0,1,2025.0,10.0
173953,Myra IVF And Medical Center Limited,Hospital,Retail,8062- Hospital,Elijah Makau,Activated,2025-10-06,Kenya,Self Search,8062.0,1,2025.0,10.0
173934,Fresh Mood Treks Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Allen Shilinde,Qualified Lead,,Tanzania,Self Search,4722.0,0,,
173752,SOURCE OF THE NILE HOTEL LIMITED,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Moses Ochom,Qualified Lead,,Uganda,Account Management Referral,5812.0,0,,
173793,SERENGETI CAPTAIN TOURS & SAFARIS,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Fortunatus Massawe,Qualified Lead,,Tanzania,Self Search,4722.0,0,,
166394,AZL Visions,E-Commerce,E-Commerce,5965- Direct Marketing--Combination Catalog & Retail Merchant,Ann Njoroge,Finalized,2025-10-05,Kenya,Self Search,5965.0,1,2025.0,10.0
173741,AFRIHOSPITAL HOLDINGS LIMITED,Health Services,Retail,8062- Hospital,Susan Matiko,Activation Process,,Kenya,Bank Referral,8062.0,0,,
173357,Taste Of Zanzi (Smc-Private) Limited,Lodge,Hospitality,"7011- Hotels, Motels and Resorts",Sadru Kazabula,Finalized,2025-10-05,Tanzania,Chat,7011.0,1,2025.0,10.0
173690,AARDVARK AFRICA SAFARIS LTD,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elosy Ngina,Activated,2025-10-06,Kenya,Merchant Referral,4722.0,1,2025.0,10.0
135683,ALDER BAGS ENTERPRISES,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Samuel Oloo,Closed Won,,Kenya,Chat,5399.0,0,,
173950,BASECAMP DAR ES SALAAM OPERATIONS LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Marko Lambaldo,Closed Won Pending,,Tanzania,Self Search,7011.0,0,,
173975,MC SMART OPTIONS,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Raymond Eguru,Activation Process,,Uganda,Self Search,5399.0,0,,
173954,Shop Kipekee,"Fashion, Clothes & Accessories",Retail,5621- Women Ready to Wear Stores,Susan Mutie,Finalized,2025-10-06,Kenya,Self Search,5621.0,1,2025.0,10.0
173645,The Colobus Boutique,Gift Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Susan Mutie,Finalized,2025-10-03,Kenya,Bank Referral,5399.0,1,2025.0,10.0
173646,Kajuje Family Dental Care Limited,Health Services,Retail,,Peter Robinson,Qualified Lead,,Kenya,Bank Referral,,0,,
173708,Vanguard Gate Trading Limited,Restaurant,Hospitality,5812- Eating Place & Restaurant,Anthony Ngunyi,Activated,2025-10-06,Kenya,Self Search,5812.0,1,2025.0,10.0
173426,Kenya Wildstep Safaris Ltd,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Jonah Rop,Closed Won,,Kenya,Self Search,4722.0,0,,
173538,AFRICA LOVELY SAFARIS Ltd,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Collins Kweyamba,Finalized,2025-10-06,Rwanda,Self Search,4722.0,1,2025.0,10.0
154303,B2R BRAND,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Allen Shilinde,Activated,2025-10-03,Tanzania,Helpdesk,5399.0,1,2025.0,10.0
173117,POLO SPYTECH COMPANY LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sharon Munguryek,Finalized,2025-10-03,Uganda,Self Search,5399.0,1,2025.0,10.0
173602,PENTTI Ltd,Consultancy,Retail,6513- Real Estate Agents and managers-Rentals,Collins Kweyamba,Activated,2025-10-03,Rwanda,Self Search,6513.0,1,2025.0,10.0
173763,Crimson Care Africa Ltd,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Susan Matiko,Activation Process,,Kenya,Self Search,5399.0,0,,
173632,Vault Vibe Limited,Events,Hospitality,5399-Miscellaneous General Merchant (Small Retail),David Githaiga,Closed Won Pending,,Kenya,Self Search,5399.0,0,,
173660,HUASHENG BUSINESS MANAGEMENT LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Elia Mwakijale,Finalized,2025-10-03,Tanzania,Self Search,7011.0,1,2025.0,10.0
173601,BLACKBASE COMPANY LIMITED,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Marko Lambaldo,Activated,2025-10-03,Tanzania,Self Search,5812.0,1,2025.0,10.0
173633,KISAKYE TECHNICAL SERVICES-SMC LIMITED,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Finalized,2025-10-02,Uganda,Self Search,5399.0,1,2025.0,10.0
173641,REEN VALLEY GUEST HOUSE AND BACKPACKERS LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Raymond Eguru,Activated,2025-10-03,Uganda,Self Search,7011.0,1,2025.0,10.0
173643,ELEPHANT OASIS TENTED CAMP LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Raymond Eguru,Activated,2025-10-03,Uganda,Self Search,7011.0,1,2025.0,10.0
172430,EMPATHETIC LISTENING SERVICES,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Michael Ntale,Finalized,2025-10-05,Uganda,Sales Email Alias,5399.0,1,2025.0,10.0
173566,ALFA SAFARIS AND SERVICES Ltd,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Florent Rwamfizi,Closed Won Pending,,Rwanda,Self Search,4722.0,0,,
17368,Visage Aesthetics Kenya Ltd,Beauty Shop/Supplies,Retail,5399-Miscellaneous General Merchant (Small Retail),Susan Mutie,Failed Sanction Checks,,Kenya,Account Management Referral,5399.0,0,,
173698,JOYFUL SAFARIS AND TOURS,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,2025-10-03,Tanzania,Self Search,4722.0,1,2025.0,10.0
173677,Nova Axis Trading Ltd,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Susan Mutie,Finalized,2025-10-03,Kenya,Self Search,5399.0,1,2025.0,10.0
173513,MM Contrast Investments,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Elosy Ngina,Closed Won Pending,,Kenya,Employee Referral,5399.0,0,,
172411,Gadgetspoint,Electronics Shop,Retail,5732- Electronics Sales,Sadru Kazabula,Finalized,2025-10-03,Tanzania,Account Management Referral,5732.0,1,2025.0,10.0
173668,Spad House,Property Management,Hospitality,6513- Real Estate Agents and managers-Rentals,Susan Mutie,Finalized,2025-10-03,Kenya,Self Search,6513.0,1,2025.0,10.0
173650,PINILINA SAFARIS,Tour Operator,Travel,4722- Travel Agencies Tour Operators,David Msando,Proposal,,Tanzania,Self Search,4722.0,0,,
173552,Corazon Dance Studio,Gym,Retail,5399-Miscellaneous General Merchant (Small Retail),Elijah Makau,Activated,2025-10-02,Kenya,Bank Referral,5399.0,1,2025.0,10.0
173977,MOMBASA VALENTINES CAKE SHOP ...,Catering,Hospitality,5812- Eating Place & Restaurant,Quesera Wekesa,Closed Won,,Kenya,Bank Referral,5812.0,0,,
173661,The Derrickss Travel & Tours,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Bestina Ngagani,Finalized,2025-10-03,Tanzania,Self Search,4722.0,1,2025.0,10.0
173544,BEAUTIFUL LAND TECHNOLOGY LIMITED,Electronics Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Samuel Oloo,Finalized,2025-10-02,Kenya,Employee Referral,5399.0,1,2025.0,10.0
173419,Equistyle Saddlery,E-Commerce,E-Commerce,5691- Men and Women Clothing Stores,Ann Njoroge,Finalized,2025-10-06,Kenya,Helpdesk,5691.0,1,2025.0,10.0
173587,OVAC INTERNATIONAL,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Peter Robinson,Failed Sanction Checks,,Kenya,Helpdesk,7011.0,0,,
173546,CHATTHA TRADING LTD,Business Not Elsewhere Classified,Retail,"5511- Car and Truck Dealers (New and Used) Sales, Service, Repair,s Parts and Leasing",Peter Robinson,Finalized,2025-10-02,Kenya,Bank Referral,5511.0,1,2025.0,10.0
173535,TAI BUSINESS SOLUTIONS (U) LIMITED,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Dyline Busiingye,Activated,2025-10-06,Uganda,Self Search,7392.0,1,2025.0,10.0
173494,LIVE FOR ONE CBC,Restaurant,Hospitality,5812- Eating Place & Restaurant,Octave Kazeneza,Failed Sanction Checks,,Rwanda,Self Search,5812.0,0,,
173487,ANGELIC CHRISTIAN ADVENTURES LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Daniel Chebon,Qualified Lead,,Kenya,Self Search,4722.0,0,,
173706,THE HATUA COLLECTIVE,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Fortunatus Massawe,Activated,2025-10-05,Tanzania,Self Search,7011.0,1,2025.0,10.0
173705,BULL & BEAR TRAVEL AND TOURS-,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Fortunatus Massawe,Finalized,2025-10-03,Tanzania,Self Search,4722.0,1,2025.0,10.0
173557,OYWA CORE,Events,Retail,5399-Miscellaneous General Merchant (Small Retail),Steve Gituma,Negotiation,,Kenya,Self Search,5399.0,0,,
173492,CRÈME MTUMBA KE,E-Commerce,E-Commerce,5661- Shoe Stores,Barbara Ogwari,Activated,2025-10-01,Kenya,Helpdesk,5661.0,1,2025.0,10.0
173480,FREDERIC ARIRWANDA,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Octave Kazeneza,Finalized,2025-10-05,Rwanda,Self Search,5812.0,1,2025.0,10.0
172783,Blaqfiti Enterprises,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Jonah Rop,Closed Won,,Kenya,Helpdesk,5399.0,0,,
173467,Task Pal World Hub,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Janet Lenakae,Activation Process,,Kenya,Self Search,5399.0,0,,
173381,Karen Gables Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Elosy Ngina,Closed Won Pending,,Kenya,Self Search,7011.0,0,,
173466,BERTAB JOURNEYS Ltd,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Florent Rwamfizi,Activated,2025-10-03,Rwanda,Self Search,4722.0,1,2025.0,10.0
173435,Tanzania Zebra Excursion,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elia Mwakijale,Activated,2025-10-02,Tanzania,Self Search,4722.0,1,2025.0,10.0
173440,SWAN CARRIERS LIMITED,"Fashion, Clothes & Accessories",Retail,5611- Men and Boys Clothing and Accessory Stores,Violet Ogetange,Activated,2025-09-30,Kenya,Bank Referral,5611.0,1,2025.0,9.0
173486,MIDLAND HOTEL Ltd,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Octave Kazeneza,Closed Won Pending,,Rwanda,Self Search,7011.0,0,,
173386,DYLOZ COMPANY LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Juliet Nalwoga,Finalized,2025-10-02,Uganda,Self Search,4722.0,1,2025.0,10.0
173433,CONSUELO HOLDINGS-SMC LIMITED,Events,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Juliet Nalwoga,Finalized,2025-09-30,Uganda,Self Search,5813.0,1,2025.0,9.0
173429,HOTEL OLINA AND SUITES LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Juliet Nalwoga,Finalized,2025-09-30,Uganda,Self Search,7011.0,1,2025.0,9.0
173367,HAPA SHAVE ICE LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Peter Robinson,Finalized,2025-10-06,Kenya,Bank Referral,5812.0,1,2025.0,10.0
173328,Premium Beverages East Africa Limited,Restaurant,Hospitality,5812- Eating Place & Restaurant,Peter Robinson,Finalized,2025-09-30,Kenya,Self Search,5812.0,1,2025.0,9.0
173463,Tamz Chicken Hut Limited,Bar / Lounge,Retail,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Lincey Wanjiku,Finalized,2025-10-01,Kenya,Self Search,5813.0,1,2025.0,10.0
173105,TRAVELLING MONKEY LIMITED,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,2025-09-30,Tanzania,Self Search,4722.0,1,2025.0,9.0
173477,SANDRINE TWAGIRAMARIYA,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Octave Kazeneza,Finalized,2025-10-03,Rwanda,Self Search,5399.0,1,2025.0,10.0
173271,Ndaya Chauffers Limited,Taxi,Travel,4121- Taxicabs and Limo,Barbara Ogwari,Activated,2025-10-01,Kenya,Helpdesk,4121.0,1,2025.0,10.0
168759,Wisha Beauty and Cosmetics,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Barbara Ogwari,Activated,2025-10-01,Kenya,Helpdesk,5399.0,1,2025.0,10.0
171744,Trimglow Creations,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Elosy Ngina,Activated,2025-10-05,Kenya,Self Search,5399.0,1,2025.0,10.0
173119,City Nuga Best Company,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Barbara Ogwari,Activated,2025-09-30,Kenya,Helpdesk,5399.0,1,2025.0,9.0
173446,JOURNEY MAKERS AFRICA LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Dyline Busiingye,Finalized,2025-10-01,Uganda,Self Search,4722.0,1,2025.0,10.0
173444,ADDICT THRIFTY CLOSET LOOKS,"Fashion, Clothes & Accessories",Retail,5399-Miscellaneous General Merchant (Small Retail),Samuel Oloo,Finalized,2025-09-30,Kenya,Employee Referral,5399.0,1,2025.0,9.0
173385,Booze & Banter Limited,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Ann Njoroge,Finalized,2025-10-03,Kenya,Account Management Referral,5813.0,1,2025.0,10.0
173309,SHAMREX ESTABLISHMENTS,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Stephen Kagaba,Activated,2025-10-05,Uganda,Self Search,5399.0,1,2025.0,10.0
173182,SERENGETI UNFORGETABLE SAFARIS COMPANY LIMITED,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Fortunatus Massawe,Activated,2025-10-01,Tanzania,Self Search,4722.0,1,2025.0,10.0
173348,Ancora Voyages Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Barbara Ogwari,Activated,2025-10-02,Kenya,Self Search,4722.0,1,2025.0,10.0
170988,FENGSHENG ENTERPRISES LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Elosy Ngina,Activated,2025-09-30,Kenya,Self Search,5399.0,1,2025.0,9.0
173366,REVIQUIZ LEARNING SOLUTIONS,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Elosy Ngina,Activated,2025-09-30,Kenya,Helpdesk,5399.0,1,2025.0,9.0
173321,ST. MARY'S COLLEGE KISUBI OLD BOYS ASSOCIATION,Events,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Michael Ntale,Closed Won Pending,,Uganda,Self Search,5399.0,0,,
172957,COSMAYA SAFARI TANZANIA LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,David Msando,Closed Won Pending,,Tanzania,Self Search,4722.0,0,,
172156,NEXUS GE LLP,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Barbara Ogwari,Activated,2025-09-30,Kenya,Helpdesk,4722.0,1,2025.0,9.0
173335,HLM BRAND LIMITED,"Fashion, Clothes & Accessories",Retail,5399-Miscellaneous General Merchant (Small Retail),Violet Ogetange,Activated,2025-09-30,Kenya,Account Management Referral,5399.0,1,2025.0,9.0
173673,Mille Collines Kenya Limited,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Samuel Oloo,Closed Won Pending,,Kenya,Employee Referral,5691.0,0,,
172405,FAVINEW FASHION AND COLLECTION,E-Commerce,E-Commerce,5611- Men and Boys Clothing and Accessory Stores,Samuel Oloo,Proposal,,Kenya,Self Search,5611.0,0,,
159742,Plume Apparel,E-Commerce,E-Commerce,5691- Men and Women Clothing Stores,Samuel Oloo,Finalized,2025-09-30,Kenya,Self Search,5691.0,1,2025.0,9.0
173170,Kentracks Technologies Ltd,E-Commerce,E-Commerce,"5599- Miscellaneous Automotive, Aircraft, and Farm Equipment Dealers (Not Elsewhere Calssified)",Jonathan Mwai,Finalized,2025-09-30,Kenya,Helpdesk,5599.0,1,2025.0,9.0
172560,Jakeana Enterprises,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Barbara Ogwari,Finalized,2025-09-30,Kenya,Chat,5399.0,1,2025.0,9.0
173369,UMU GENERAL SUPPLY,Restaurant,Hospitality,5812- Eating Place & Restaurant,Peter Robinson,Finalized,2025-09-30,Kenya,Self Search,5812.0,1,2025.0,9.0
173095,J&N COMPANY SUPPLY Ltd,Restaurant,Hospitality,5812- Eating Place & Restaurant,Florent Rwamfizi,Closed Won Pending,,Rwanda,Self Search,5812.0,0,,
173123,SECU & TECHNOLOGY Ltd,Electronics Shop,Retail,5732- Electronics Sales,Florent Rwamfizi,Activated,2025-09-29,Rwanda,Self Search,5732.0,1,2025.0,9.0
173265,SOFTWARE SKILLS RWANDA Limited,School,Retail,8220- Colleges and Universities,Florent Rwamfizi,Activated,2025-10-03,Rwanda,Self Search,8220.0,1,2025.0,10.0
172681,HASSAN MBALI,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Octave Kazeneza,Finalized,2025-09-30,Rwanda,Bank Referral,5813.0,1,2025.0,9.0
173291,Vibeway Safaris Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Alexander Maleko,Activated,2025-09-30,Kenya,External Referral,4722.0,1,2025.0,9.0
173200,Achillies Holiday And Safaris,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elosy Ngina,Activated,2025-09-30,Kenya,Self Search,4722.0,1,2025.0,9.0
173322,PACIFIC PETROLEUM LIMITED,Petroleum,Retail,5541- Service Station (Retail),Judy Masita,Finalized,2025-09-30,Kenya,Self Search,5541.0,1,2025.0,9.0
173379,SUNSHINE AQUATIC CENTRE,Diving/Water Sports,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Quesera Wekesa,Activated,2025-09-30,Kenya,Self Search,5399.0,1,2025.0,9.0
173344,LA'VILLA ENTERPRISES LIMITED,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Sharon Munguryek,Finalized,2025-09-30,Uganda,Self Search,5812.0,1,2025.0,9.0
173327,SKY PLACE COMPANY LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Anthony Ngunyi,Finalized,2025-10-01,Kenya,Bank Referral,7011.0,1,2025.0,10.0
173113,COSII MARKET LTD,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Collins Kweyamba,Finalized,2025-10-05,Rwanda,Self Search,5411.0,1,2025.0,10.0
173360,EQUITORIAL STAR ADVENTURE SAFARI LTD,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Daniel Chebon,Activated,2025-09-30,Kenya,Account Management Referral,4722.0,1,2025.0,9.0
173318,ASILI BOUTIQUE,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Elia Mwakijale,Finalized,2025-09-30,Tanzania,Self Search,5691.0,1,2025.0,9.0
165828,Lenmanya Adventures Limited,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Peter Robinson,Finalized,2025-09-30,Kenya,Helpdesk,4722.0,1,2025.0,9.0
172759,ROMANTIC HOTEL LTD,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Octave Kazeneza,Finalized,2025-09-30,Rwanda,Self Search,7011.0,1,2025.0,9.0
173021,CENTRE D' ACCUEIL SAINT FRANCOIS XAVIER Ltd,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Octave Kazeneza,New Lead,,Rwanda,Self Search,7011.0,0,,
172703,Jean Marie Vianney Munyamahirwe,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Octave Kazeneza,Closed Won Pending,,Rwanda,Bank Referral,5813.0,0,,
166738,NEW SNOW INEZA HOTEL Ltd,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Octave Kazeneza,Finalized,2025-09-30,Rwanda,Self Search,7011.0,1,2025.0,9.0
166535,ARS GENERAL TRADING COMPANY Ltd,Distributors,Retail,5399-Miscellaneous General Merchant (Small Retail),Octave Kazeneza,Closed Won Pending,,Rwanda,Self Search,5399.0,0,,
173202,LEGACY REAL ESTATES Ltd,E-Commerce,E-Commerce,6513- Real Estate Agents and managers-Rentals,Octave Kazeneza,Finalized,2025-09-30,Rwanda,Sales Drive _ Kalangala,6513.0,1,2025.0,9.0
173130,NMG PHARMACY Ltd,Pharmacy,Retail,5912- Drug store and Pharmacy,Florent Rwamfizi,Activated,2025-09-30,Rwanda,Bank Referral,5912.0,1,2025.0,9.0
173128,JORDAN PHARMACY Ltd,Pharmacy,Retail,5912- Drug store and Pharmacy,Florent Rwamfizi,Activated,2025-09-29,Rwanda,Self Search,5912.0,1,2025.0,9.0
173118,Amani Counselling and training Institute,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Activated,2025-09-30,Kenya,Employee Referral,5399.0,1,2025.0,9.0
173092,MUTHAIGA CENTRUM LIMITED,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Nancy Kanyang'or,Finalized,2025-09-26,Kenya,Account Management Referral,5812.0,1,2025.0,9.0
173289,ELEGANT FITNESS FLARE LIMITED,Gym,Retail,5399-Miscellaneous General Merchant (Small Retail),Barbara Ogwari,Activated,2025-09-30,Kenya,Self Search,5399.0,1,2025.0,9.0
172456,Curvemetrics Technology Ltd,E-Commerce,E-Commerce,"5712- Furniture, Home Furnishings, and Equipment store, Except Appliances",Ann Njoroge,Finalized,2025-10-05,Kenya,Self Search,5712.0,1,2025.0,10.0
172973,Snapp Systems Kenya Limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Elosy Ngina,Activated,2025-09-30,Kenya,Self Search,5399.0,1,2025.0,9.0
173085,Mwangusya Dickluck Enterprises,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Raymond Eguru,Activated,2025-09-28,Uganda,Bank Referral,7011.0,1,2025.0,9.0
173082,Ultra Red Technologies Limited,General Service Provider,Retail,"5111- Stationery, Office Supplies, Printing and Writing Paper",Elijah Makau,Closed Won Pending,,Kenya,Self Search,5111.0,0,,
173107,LE PLAISIR SERVICES,Bar / Lounge,Retail,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Dyline Busiingye,Finalized,2025-09-29,Uganda,Self Search,5813.0,1,2025.0,9.0
166666,Cilla Artwork,E-Commerce,E-Commerce,5691- Men and Women Clothing Stores,Daniel Chebon,Finalized,2025-09-26,Kenya,Self Search,5691.0,1,2025.0,9.0
169943,ELEGANT DESIGNS & CONSTRUCTIONS TZ COMPANY LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Elia Mwakijale,Finalized,2025-09-26,Tanzania,Self Search,5399.0,1,2025.0,9.0
173469,Trek Safaris (Uganda) Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Jonathan Ssempa,Finalized,2025-10-02,Uganda,Self Search,4722.0,1,2025.0,10.0
173066,Guiza Collection,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Jonathan Ssempa,Finalized,2025-09-29,Uganda,Self Search,5691.0,1,2025.0,9.0
173064,Tukole Makerspace SMC Limited,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),Jonathan Ssempa,Finalized,2025-09-26,Uganda,Self Search,5399.0,1,2025.0,9.0
173020,Calibrecode Limited,Consultancy,Retail,"7392- Consulting, Management and Public Relations Services",Janet Lenakae,Finalized,2025-09-26,Kenya,Self Search,7392.0,1,2025.0,9.0
172968,SEA VIEW BEACH RESORT,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Allen Shilinde,Activated,2025-09-30,Tanzania,Bank Referral,7011.0,1,2025.0,9.0
173019,SPARKLE TOOTH STUDIO DENTAL CLINIC,Hospital,Retail,8011- Doctors & Physicians,Simon Mahinda,Activated,2025-09-26,Kenya,Landing Page,8011.0,1,2025.0,9.0
173465,RIVE & CO LIMITED,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Marko Lambaldo,Failed Sanction Checks,,Tanzania,Self Search,7392.0,0,,
171153,Carded and More,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Barbara Ogwari,Activated,2025-09-30,Kenya,Helpdesk,5399.0,1,2025.0,9.0
173099,Kayjah Design Studio,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Violet Ogetange,Activated,2025-09-26,Kenya,Chat,5691.0,1,2025.0,9.0
173315,RIVERQUEENSKE LIMITED,E-Commerce,E-Commerce,5621- Women Ready to Wear Stores,Violet Ogetange,Activated,2025-09-30,Kenya,Self Search,5621.0,1,2025.0,9.0
172541,IJENGE HUB,Consultancy,Retail,"7392- Consulting, Management and Public Relations Services",Barbara Ogwari,Activated,2025-09-29,Kenya,Helpdesk,7392.0,1,2025.0,9.0
173002,Revive Ortho And Spine Centre Limited,Hospital,Retail,8062- Hospital,Elijah Makau,Activated,2025-09-26,Kenya,Bank Referral,8062.0,1,2025.0,9.0
173039,Association for Christian Theological Education In Africa,E-Commerce,E-Commerce,8661- Religious Organizations,Ann Njoroge,Closed Won Pending,,Kenya,Bank Referral,8661.0,0,,
173053,SWAHILI SAFARI ESCAPE,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Fortunatus Massawe,Finalized,2025-09-26,Tanzania,Self Search,4722.0,1,2025.0,9.0
